450	- height of F2-layer maximum
 60	- high filtering period, minutes
 10	- elevation cutoff
2	 =0 - GPS/GLONASS, =1 - GPS, =2 - GLONASS
999	- main direction
  4	- number of directions
tec_filt_aver - averaged through all prns filtered TEC variations
rms - root mean square of TEC averaging
Xaver, Yaver - average position of Ionospheric Pierce Point (km)
N_of_Sats - number of satellites

time_ut, tec_filt_aver, rms, Xaver, Yaver, N_of_Sats
   0.0000   0.0000   0.0000    0.000    0.000  0
   0.0083   0.0000   0.0000    0.000    0.000  0
   0.0167   0.0000   0.0000    0.000    0.000  0
   0.0250   0.0000   0.0000    0.000    0.000  0
   0.0333   0.0000   0.0000    0.000    0.000  0
   0.0417   0.0000   0.0000    0.000    0.000  0
   0.0500   0.0000   0.0000    0.000    0.000  0
   0.0583   0.0000   0.0000    0.000    0.000  0
   0.0667   0.0000   0.0000    0.000    0.000  0
   0.0750   0.0000   0.0000    0.000    0.000  0
   0.0833   0.0000   0.0000    0.000    0.000  0
   0.0917   0.0000   0.0000    0.000    0.000  0
   0.1000   0.0000   0.0000    0.000    0.000  0
   0.1083   0.0000   0.0000    0.000    0.000  0
   0.1167   0.0000   0.0000    0.000    0.000  0
   0.1250   0.0000   0.0000    0.000    0.000  0
   0.1333   0.0000   0.0000    0.000    0.000  0
   0.1417   0.0000   0.0000    0.000    0.000  0
   0.1500   0.0000   0.0000    0.000    0.000  0
   0.1583   0.0000   0.0000    0.000    0.000  0
   0.1667   0.0000   0.0000    0.000    0.000  0
   0.1750   0.0000   0.0000    0.000    0.000  0
   0.1833   0.0000   0.0000    0.000    0.000  0
   0.1917   0.0000   0.0000    0.000    0.000  0
   0.2000   0.0000   0.0000    0.000    0.000  0
   0.2083   0.0000   0.0000    0.000    0.000  0
   0.2167   0.0000   0.0000    0.000    0.000  0
   0.2250   0.0000   0.0000    0.000    0.000  0
   0.2333   0.0000   0.0000    0.000    0.000  0
   0.2417   0.0000   0.0000    0.000    0.000  0
   0.2500   0.0000   0.0000    0.000    0.000  0
   0.2583   0.0000   0.0000    0.000    0.000  0
   0.2667   0.0000   0.0000    0.000    0.000  0
   0.2750   0.0000   0.0000    0.000    0.000  0
   0.2833   0.0000   0.0000    0.000    0.000  0
   0.2917   0.0000   0.0000    0.000    0.000  0
   0.3000   0.0000   0.0000    0.000    0.000  0
   0.3083   0.0000   0.0000    0.000    0.000  0
   0.3167   0.0000   0.0000    0.000    0.000  0
   0.3250   0.0000   0.0000    0.000    0.000  0
   0.3333   0.0000   0.0000    0.000    0.000  0
   0.3417   0.0000   0.0000    0.000    0.000  0
   0.3500   0.0000   0.0000    0.000    0.000  0
   0.3583   0.0000   0.0000    0.000    0.000  0
   0.3667   0.0000   0.0000    0.000    0.000  0
   0.3750   0.0000   0.0000    0.000    0.000  0
   0.3833   0.0000   0.0000    0.000    0.000  0
   0.3917   0.0000   0.0000    0.000    0.000  0
   0.4000   0.0000   0.0000    0.000    0.000  0
   0.4083   0.0000   0.0000    0.000    0.000  0
   0.4167   0.0000   0.0000    0.000    0.000  0
   0.4250   0.0000   0.0000    0.000    0.000  0
   0.4333   0.0000   0.0000    0.000    0.000  0
   0.4417   0.0000   0.0000    0.000    0.000  0
   0.4500   0.0000   0.0000    0.000    0.000  0
   0.4583   0.0000   0.0000    0.000    0.000  0
   0.4667   0.0000   0.0000    0.000    0.000  0
   0.4750   0.0000   0.0000    0.000    0.000  0
   0.4833   0.0000   0.0000    0.000    0.000  0
   0.4917   0.0000   0.0000    0.000    0.000  0
   0.5000   0.0000   0.0000    0.000    0.000  0
   0.5083   0.0000   0.0000    0.000    0.000  0
   0.5167   0.0000   0.0000    0.000    0.000  0
   0.5250   0.0000   0.0000    0.000    0.000  0
   0.5333   0.0000   0.0000    0.000    0.000  0
   0.5417   0.0000   0.0000    0.000    0.000  0
   0.5500   0.0000   0.0000    0.000    0.000  0
   0.5583   0.0000   0.0000    0.000    0.000  0
   0.5667   0.0000   0.0000    0.000    0.000  0
   0.5750   0.0000   0.0000    0.000    0.000  0
   0.5833   0.0000   0.0000    0.000    0.000  0
   0.5917   0.0000   0.0000    0.000    0.000  0
   0.6000   0.0000   0.0000    0.000    0.000  0
   0.6083   0.0000   0.0000    0.000    0.000  0
   0.6167   0.0000   0.0000    0.000    0.000  0
   0.6250   0.0000   0.0000    0.000    0.000  0
   0.6333   0.0000   0.0000    0.000    0.000  0
   0.6417   0.0000   0.0000    0.000    0.000  0
   0.6500   0.0000   0.0000    0.000    0.000  0
   0.6583   0.0000   0.0000    0.000    0.000  0
   0.6667   0.0000   0.0000    0.000    0.000  0
   0.6750   0.0000   0.0000    0.000    0.000  0
   0.6833   0.0000   0.0000    0.000    0.000  0
   0.6917   0.0000   0.0000    0.000    0.000  0
   0.7000   0.0000   0.0000    0.000    0.000  0
   0.7083   0.0000   0.0000    0.000    0.000  0
   0.7167   0.0000   0.0000    0.000    0.000  0
   0.7250   0.0000   0.0000    0.000    0.000  0
   0.7333   0.0000   0.0000    0.000    0.000  0
   0.7417   0.0000   0.0000    0.000    0.000  0
   0.7500   0.0000   0.0000    0.000    0.000  0
   0.7583   0.0000   0.0000    0.000    0.000  0
   0.7667   0.0000   0.0000    0.000    0.000  0
   0.7750   0.0000   0.0000    0.000    0.000  0
   0.7833   0.0000   0.0000    0.000    0.000  0
   0.7917   0.0000   0.0000    0.000    0.000  0
   0.8000   0.0000   0.0000    0.000    0.000  0
   0.8083   0.0000   0.0000    0.000    0.000  0
   0.8167   0.0000   0.0000    0.000    0.000  0
   0.8250   0.0000   0.0000    0.000    0.000  0
   0.8333   0.0000   0.0000    0.000    0.000  0
   0.8417   0.0000   0.0000    0.000    0.000  0
   0.8500   0.0000   0.0000    0.000    0.000  0
   0.8583   0.0000   0.0000    0.000    0.000  0
   0.8667   0.0000   0.0000    0.000    0.000  0
   0.8750   0.0000   0.0000    0.000    0.000  0
   0.8833   0.0000   0.0000    0.000    0.000  0
   0.8917   0.0000   0.0000    0.000    0.000  0
   0.9000   0.0000   0.0000    0.000    0.000  0
   0.9083   0.0000   0.0000    0.000    0.000  0
   0.9167   0.0000   0.0000    0.000    0.000  0
   0.9250   0.0000   0.0000    0.000    0.000  0
   0.9333   0.0000   0.0000    0.000    0.000  0
   0.9417   0.0000   0.0000    0.000    0.000  0
   0.9500   0.0000   0.0000    0.000    0.000  0
   0.9583   0.0000   0.0000    0.000    0.000  0
   0.9667   0.0000   0.0000    0.000    0.000  0
   0.9750   0.0000   0.0000    0.000    0.000  0
   0.9833   0.0000   0.0000    0.000    0.000  0
   0.9917   0.0000   0.0000    0.000    0.000  0
   1.0000   0.0000   0.0000    0.000    0.000  0
   1.0083   0.0000   0.0000    0.000    0.000  0
   1.0167   0.0000   0.0000    0.000    0.000  0
   1.0250   0.0000   0.0000    0.000    0.000  0
   1.0333   0.0000   0.0000    0.000    0.000  0
   1.0417   0.0000   0.0000    0.000    0.000  0
   1.0500   0.0000   0.0000    0.000    0.000  0
   1.0583   0.0000   0.0000    0.000    0.000  0
   1.0667   0.0000   0.0000    0.000    0.000  0
   1.0750   0.0000   0.0000    0.000    0.000  0
   1.0833   0.0000   0.0000    0.000    0.000  0
   1.0917   0.0000   0.0000    0.000    0.000  0
   1.1000   0.0000   0.0000    0.000    0.000  0
   1.1083   0.0000   0.0000    0.000    0.000  0
   1.1167   0.0000   0.0000    0.000    0.000  0
   1.1250   0.0000   0.0000    0.000    0.000  0
   1.1333   0.0000   0.0000    0.000    0.000  0
   1.1417   0.0000   0.0000    0.000    0.000  0
   1.1500   0.0000   0.0000    0.000    0.000  0
   1.1583   0.0000   0.0000    0.000    0.000  0
   1.1667   0.0000   0.0000    0.000    0.000  0
   1.1750   0.0000   0.0000    0.000    0.000  0
   1.1833   0.0000   0.0000    0.000    0.000  0
   1.1917   0.0000   0.0000    0.000    0.000  0
   1.2000   0.0000   0.0000    0.000    0.000  0
   1.2083   0.0000   0.0000    0.000    0.000  0
   1.2167   0.0000   0.0000    0.000    0.000  0
   1.2250   0.0000   0.0000    0.000    0.000  0
   1.2333   0.0000   0.0000    0.000    0.000  0
   1.2417   0.0000   0.0000    0.000    0.000  0
   1.2500   0.0000   0.0000    0.000    0.000  0
   1.2583   0.0000   0.0000    0.000    0.000  0
   1.2667   0.0000   0.0000    0.000    0.000  0
   1.2750   0.0000   0.0000    0.000    0.000  0
   1.2833   0.0000   0.0000    0.000    0.000  0
   1.2917   0.0000   0.0000    0.000    0.000  0
   1.3000   0.0000   0.0000    0.000    0.000  0
   1.3083   0.0000   0.0000    0.000    0.000  0
   1.3167   0.0000   0.0000    0.000    0.000  0
   1.3250   0.0000   0.0000    0.000    0.000  0
   1.3333   0.0000   0.0000    0.000    0.000  0
   1.3417   0.0000   0.0000    0.000    0.000  0
   1.3500   0.0000   0.0000    0.000    0.000  0
   1.3583   0.0000   0.0000    0.000    0.000  0
   1.3667   0.0000   0.0000    0.000    0.000  0
   1.3750   0.0000   0.0000    0.000    0.000  0
   1.3833   0.0000   0.0000    0.000    0.000  0
   1.3917   0.0000   0.0000    0.000    0.000  0
   1.4000   0.0000   0.0000    0.000    0.000  0
   1.4083   0.0000   0.0000    0.000    0.000  0
   1.4167   0.0000   0.0000    0.000    0.000  0
   1.4250   0.0000   0.0000    0.000    0.000  0
   1.4333   0.0000   0.0000    0.000    0.000  0
   1.4417   0.0000   0.0000    0.000    0.000  0
   1.4500   0.0000   0.0000    0.000    0.000  0
   1.4583   0.0000   0.0000    0.000    0.000  0
   1.4667   0.0000   0.0000    0.000    0.000  0
   1.4750   0.0000   0.0000    0.000    0.000  0
   1.4833   0.0000   0.0000    0.000    0.000  0
   1.4917   0.0000   0.0000    0.000    0.000  0
   1.5000   0.0000   0.0000    0.000    0.000  0
   1.5083   0.0000   0.0000    0.000    0.000  0
   1.5167   0.0000   0.0000    0.000    0.000  0
   1.5250   0.0000   0.0000    0.000    0.000  0
   1.5333   0.0000   0.0000    0.000    0.000  0
   1.5417   0.0000   0.0000    0.000    0.000  0
   1.5500   0.0000   0.0000    0.000    0.000  0
   1.5583   0.0000   0.0000    0.000    0.000  0
   1.5667   0.0000   0.0000    0.000    0.000  0
   1.5750   0.0000   0.0000    0.000    0.000  0
   1.5833   0.0000   0.0000    0.000    0.000  0
   1.5917   0.0000   0.0000    0.000    0.000  0
   1.6000   0.0000   0.0000    0.000    0.000  0
   1.6083   0.0000   0.0000    0.000    0.000  0
   1.6167   0.0000   0.0000    0.000    0.000  0
   1.6250   0.0000   0.0000    0.000    0.000  0
